Loan #,Loan Type,Balance,Rate,Term,Asset,Asset Value
54690,Auto Loan,27422.4,0,61,Car,24185
54691,Auto Loan,25333.8,0,61,Car,20629
54692,Auto Loan,22341.19,0.0225,62,Car,39967
54693,Auto Loan,31870.06,0.0505,74,Car,33287
54694,Auto Loan,20784.1,0.0325,62,Car,26938
54695,Auto Loan,25007,0.025,61,Car,37420
54696,Auto Loan,20763.71,0,62,Car,33544
54697,Auto Loan,20283.46,0.069,73,Car,24686
54698,Auto Loan,44650.02,0.009,62,Car,43049
54699,Auto Loan,18851.98,0.009,62,Car,17235
54700,Auto Loan,50334.49,0.029,67,Car,38452
54701,Auto Loan,34060.61,0.019,61,Car,30049
54702,Auto Loan,17568.9,0.029,61,Car,31038
54703,Auto Loan,33089,0,62,Car,28186
54704,Auto Loan,17456,0.0399,74,Car,20084
54705,Auto Loan,34520.55,0.019,62,Car,46101
54706,Auto Loan,38663.52,0.0325,62,Car,34475
54707,Auto Loan,15276.53,0.019,38,Car,16347
54708,Auto Loan,22485.6,0,62,Car,28772
54709,Auto Loan,27064,0,74,Car,31300
54710,Auto Loan,37087.38,0.029,73,Car,44836
54711,Auto Loan,39606.29,0.029,73,Car,27338
54712,Auto Loan,33108.68,0.019,62,Car,41711
54713,Auto Loan,11300,0.0175,62,Car,16832
54714,Auto Loan,41667.12,0,73,Car,39731
54715,Auto Loan,27039.48,0.0225,62,Car,29309
54716,Auto Loan,37516.44,0.019,68,Car,39692
54717,Auto Loan,22912.18,0.0225,61,Car,38494
54718,Auto Loan,48071.31,0.019,68,Car,47358
54719,Auto Loan,36645.6,0.019,62,Car,47850
54720,Auto Loan,24644.97,0.019,61,Car,28943
54721,Auto Loan,29533.03,0.0325,61,Car,42862
54722,Auto Loan,32538.76,0.009,62,Car,33502
54723,Auto Loan,47616.75,0.019,62,Car,41736
54724,Auto Loan,12598,0.0455,61,Car,28565
54725,Auto Loan,31398.84,0,67,Car,32577
54726,Auto Loan,30087.95,0.019,62,Car,42831
54727,Auto Loan,27355.68,0,73,Car,32013
54728,Auto Loan,22705.56,0.0519,74,Car,23261
54729,Auto Loan,36555.31,0.049,74,Car,33085
54730,Auto Loan,32593,0.019,61,Car,33207
54731,Auto Loan,28057.72,0.0446,73,Car,26063
54732,Auto Loan,23583.46,0.0719,73,Car,27401
54733,Auto Loan,28344.47,0.029,74,Car,29421
54734,Auto Loan,13611.5,0.029,37,Car,36498
54735,Auto Loan,29391.84,0,74,Car,32912
54736,Auto Loan,29862,0,61,Car,33318
54737,Auto Loan,22981.94,0.04,61,Car,16832
54738,Auto Loan,23032,0.0175,49,Car,38254
54739,Auto Loan,22066.18,0.025,61,Car,29327
54740,Auto Loan,26038.54,0,49,Car,26812
54741,Auto Loan,13986.48,0.019,37,Car,47197
54742,Auto Loan,39928.76,0,49,Car,36884
54743,Auto Loan,13799.54,0.0465,49,Car,22250
54744,Auto Loan,28958.19,0.035,49,Car,22470
54745,Auto Loan,30750.6,0.0485,62,Car,32052
54746,Auto Loan,18999.52,0,49,Car,29474
54747,Auto Loan,21774,0.035,61,Car,35307
54748,Auto Loan,28128,0,49,Car,32061
54749,Auto Loan,15429.91,0.035,73,Car,26025
54750,Auto Loan,16849,0.0325,61,Car,19312
54751,Auto Loan,27949.38,0.064,73,Car,26150
54752,Auto Loan,23214.86,0,61,Car,21736
54753,Auto Loan,11978.53,0.0465,61,Car,11875
54754,Auto Loan,15210,0.045,73,Car,24624
54755,Auto Loan,27594.1,0.0755,73,Car,29588
54756,Auto Loan,15351.13,0.029,62,Car,21707
54757,Auto Loan,7784.15,0.025,67,Car,26552
54758,Auto Loan,50294.51,0.025,61,Car,42139
54759,Auto Loan,33085.16,0.025,67,Car,39910
54760,Auto Loan,33880.34,0.0455,61,Car,36880
54761,Auto Loan,23233.04,0.029,74,Car,37209
54762,Auto Loan,28833.4,0.0825,73,Car,21665
54763,Auto Loan,27953.26,0.0425,74,Car,23394
54764,Auto Loan,26279.7,0.0775,74,Car,27350
54765,Auto Loan,38970.75,0.065,73,Car,30428
54766,Auto Loan,54180.68,0.045,73,Car,43249
54767,Auto Loan,14278.85,0.029,62,Car,22616
54768,Auto Loan,22330.38,0.055,73,Car,24764
54769,Auto Loan,25103.47,0.0585,61,Car,23550
54770,Auto Loan,31813.01,0.019,62,Car,32127
54771,Auto Loan,11306.25,0.0495,50,Car,22315
54772,Auto Loan,30266.69,0.019,62,Car,28772
54773,Auto Loan,20648.65,0.039,73,Car,24242
54774,Auto Loan,23131.89,0.029,74,Car,27789
54775,Auto Loan,32331.04,0.039,74,Car,24222
54776,Auto Loan,34917.09,0.009,61,Car,34021
54777,Auto Loan,29212.45,0.0325,61,Car,37478
54778,Auto Loan,33172.12,0.019,62,Car,34480
54779,Auto Loan,30910.2,0,61,Car,29385
54780,Auto Loan,29309.61,0.0225,62,Car,40334
54781,Auto Loan,8500,0.0455,50,Car,18016
54782,Auto Loan,31163.54,0,61,Car,26228
54783,Auto Loan,10886.29,0.0225,49,Car,28762
54784,Auto Loan,18029.95,0.0255,62,Car,35432
54785,Auto Loan,22896.11,0.085,73,Car,19704
54786,Auto Loan,29453.81,0.019,61,Car,43333
54787,Auto Loan,21543.32,0.0325,61,Car,25356
54788,Auto Loan,9168,0.0225,61,Car,26029
54789,Auto Loan,16866.51,0.029,62,Car,24669
54790,Auto Loan,22519.8,0,61,Car,28635
54791,Auto Loan,13235.14,0.0505,73,Car,13375
54792,Auto Loan,24557.25,0.096,73,Car,19399
54793,Auto Loan,31215.37,0.019,62,Car,29993
54794,Auto Loan,28944,0,50,Car,39724
54795,Auto Loan,36006.25,0.019,62,Car,37057
54796,Auto Loan,33872.99,0.019,68,Car,35133
54797,Auto Loan,41066.18,0,50,Car,45536
54798,Auto Loan,34732.8,0,62,Car,33960
54799,Auto Loan,19312.41,0.035,62,Car,20728
54800,Auto Loan,42819.47,0.009,49,Car,37602
54801,Auto Loan,32250.46,0,74,Car,37802
54802,Auto Loan,45296.51,0.0325,61,Car,37470
54803,Auto Loan,25000,0.0225,61,Car,44051
54804,Auto Loan,25543.62,0.019,62,Car,32744
54805,Auto Loan,32986,0.089,73,Car,25609
54806,Auto Loan,25902.54,0.029,61,Car,27048
54807,Auto Loan,32346.67,0.029,61,Car,36401
54808,Auto Loan,16068.66,0.029,61,Car,32712
54809,Auto Loan,61749.23,0.019,62,Car,46653
54810,Auto Loan,31639.35,0.029,73,Car,35341
54811,Auto Loan,44891.45,0.019,61,Car,47026
54812,Auto Loan,31439.56,0.04,73,Car,37922
54813,Auto Loan,41480.18,0.019,61,Car,45083
54814,Auto Loan,22439.07,0.0625,73,Car,26427
54815,Auto Loan,31296,0.039,73,Car,33810
54816,Auto Loan,11514.53,0,61,Car,18280
54817,Auto Loan,20659.29,0.059,74,Car,23852
54818,Auto Loan,29239.19,0.0175,67,Car,26250
54819,Auto Loan,17271.39,0,49,Car,21832
54820,Auto Loan,50342.07,0.045,73,Car,33316
54821,Auto Loan,31594.38,0.019,61,Car,29550
54822,Auto Loan,42883.59,0.049,73,Car,63085
54823,Auto Loan,13338.3,0.035,73,Car,24815
54824,Auto Loan,33791.55,0.049,73,Car,21788
54825,Auto Loan,33642.12,0.019,37,Car,60361
54826,Auto Loan,24768.34,0.025,61,Car,46518
54827,Auto Loan,21708.58,0.035,61,Car,21964
54828,Auto Loan,26999.99,0.019,61,Car,37875
54829,Auto Loan,31085.29,0.04,76,Car,39917
54830,Auto Loan,11795,0.019,61,Car,41462
54831,Auto Loan,31074,0.035,73,Car,43431
54832,Auto Loan,25920.95,0.019,61,Car,26590
54833,Auto Loan,28229.24,0.009,62,Car,34813
54834,Auto Loan,28962.67,0.0425,76,Car,25187
54835,Auto Loan,15705.96,0.029,74,Car,22261
54836,Auto Loan,44015.09,0.0391,77,Car,36552
54837,Auto Loan,19592.55,0.025,38,Car,35516
54838,Auto Loan,9416.34,0.0895,62,Car,15050
54839,Auto Loan,39943.71,0.102,73,Car,31724
54840,Auto Loan,30932.92,0.035,62,Car,30153
54841,Auto Loan,20903.04,0,49,Car,32616
54842,Auto Loan,15060.39,0.029,61,Car,27612
54843,Auto Loan,24329.94,0.0905,61,Car,17497
54844,Auto Loan,40239.81,0.045,74,Car,25561
54845,Auto Loan,27336.38,0.009,61,Car,27548
54846,Auto Loan,18725.69,0.0375,62,Car,26322
54847,Auto Loan,30484.49,0.025,61,Car,32069
54848,Auto Loan,23895.31,0.052,73,Car,22650
54849,Auto Loan,8027.41,0.0495,49,Car,20388
54850,Auto Loan,19085.11,0.019,61,Car,17617
54851,Auto Loan,41026.55,0.009,61,Car,35727
54852,Auto Loan,27478,0.019,61,Car,32330
54853,Auto Loan,35137.92,0.019,61,Car,33517
54854,Auto Loan,7768.55,0.025,61,Car,29066
54855,Auto Loan,35944.15,0.009,61,Car,33075
54856,Auto Loan,22397.5,0.0325,73,Car,28656
54857,Auto Loan,22500.24,0.029,74,Car,30177
54858,Auto Loan,35981.3,0.069,74,Car,24017
54859,Auto Loan,20599.19,0.035,70,Car,24276
54860,Auto Loan,22459,0.035,74,Car,20830
54861,Auto Loan,32135.1,0.0325,67,Car,28561
54862,Auto Loan,19194,0.0755,73,Car,22497
54863,Auto Loan,37454.54,0.0425,74,Car,37153
54864,Auto Loan,24575.62,0.035,73,Car,24855
54865,Auto Loan,29122.07,0.0525,73,Car,24826
54866,Auto Loan,48572.52,0.019,67,Car,42162
54867,Auto Loan,33601.83,0.0225,67,Car,40539
54868,Auto Loan,37832.23,0.019,67,Car,40557
54869,Auto Loan,14207,0,61,Car,29289
54870,Auto Loan,27009.37,0,61,Car,31836
54871,Auto Loan,20896.77,0.0665,73,Car,21604
54872,Auto Loan,23820.75,0.019,73,Car,22461
54873,Auto Loan,15325.65,0.0755,73,Car,17296
54874,Auto Loan,36708.07,0.019,62,Car,40972
54875,Auto Loan,30863,0,62,Car,31063
54876,Auto Loan,11805.88,0,61,Car,20224
54877,Auto Loan,51884.05,0.019,61,Car,68451
54878,Auto Loan,18172.21,0.0535,61,Car,25264
54879,Auto Loan,22860.61,0.009,62,Car,20260
54880,Auto Loan,47345.77,0,74,Car,36187
54881,Auto Loan,25500,0.019,61,Car,41687
54882,Auto Loan,31398.48,0,74,Car,36292
54883,Auto Loan,20733.08,0.0375,62,Car,34789
54884,Auto Loan,39003.13,0.019,62,Car,44455
54885,Auto Loan,23334,0.029,61,Car,32841
54886,Auto Loan,23638.82,0.029,61,Car,27086
54887,Auto Loan,26023.26,0,73,Car,32147
54888,Auto Loan,49098.5,0.019,61,Car,45102
54889,Auto Loan,29539.6,0.025,62,Car,27051
54890,Auto Loan,27709.2,0,73,Car,25922
54891,Auto Loan,26495.51,0.019,74,Car,30192
54892,Auto Loan,22175.28,0,73,Car,27100
54893,Auto Loan,30968.68,0,74,Car,32424
54894,Auto Loan,26745.3,0.035,73,Car,27181
54895,Auto Loan,44552,0.039,73,Car,46748
54896,Auto Loan,20458.65,0.035,61,Car,24445
54897,Auto Loan,23852.79,0.045,73,Car,21801
54898,Auto Loan,21346.75,0.049,73,Car,24195
54899,Auto Loan,49158.57,0.019,62,Car,42983
54900,Auto Loan,27943.16,0.019,61,Car,33375
54901,Auto Loan,19052.6,0.045,77,Car,20168
54902,Auto Loan,25014,0.009,62,Car,35958
54903,Auto Loan,47788,0.045,74,Car,30211
54904,Auto Loan,35714.45,0.019,61,Car,33005
54905,Auto Loan,17615.62,0.025,62,Car,26485
54906,Auto Loan,36541.2,0.025,74,Car,48422
54907,Auto Loan,11140.94,0.0525,73,Car,20775
54908,Auto Loan,21486.05,0.009,61,Car,22855
54909,Auto Loan,24974.7,0.019,61,Car,23994
54910,Auto Loan,33214.16,0.025,61,Car,39882
54911,Auto Loan,19805.2,0.0499,73,Car,27600
54912,Auto Loan,17000,0.019,61,Car,29369
54913,Auto Loan,44331.07,0.05,37,Car,34489
54914,Auto Loan,31794.51,0,49,Car,26506
54915,Auto Loan,16777.44,0.0501,61,Car,20393
54916,Auto Loan,15539,0.0275,37,Car,25418
54917,Auto Loan,23506.09,0.047,73,Car,27150
54918,Auto Loan,16414.97,0.009,61,Car,17800
54919,Auto Loan,13061.61,0,37,Car,21509
54920,Auto Loan,50761.91,0.0375,76,Car,46449
54921,Auto Loan,26250.41,0.009,67,Car,20887
54922,Auto Loan,18741.44,0.0325,61,Car,20981
54923,Auto Loan,27970.75,0.0775,73,Car,22263
54924,Auto Loan,23016.04,0.0225,61,Car,22023
54925,Auto Loan,25808.52,0.087,73,Car,19912
54926,Auto Loan,27365.7,0.0505,61,Car,42947
54927,Auto Loan,18380.89,0.029,73,Car,16350
54928,Auto Loan,20312.02,0,61,Car,32666
54929,Auto Loan,42966.34,0.065,74,Car,29374
54930,Auto Loan,20100.12,0.0275,67,Car,35361
54931,Auto Loan,18869.35,0.019,61,Car,21819
54932,Auto Loan,23940.59,0.085,74,Car,20802
54933,Auto Loan,16500.54,0.035,62,Car,20875
54934,Auto Loan,26153.5,0.019,68,Car,28990
54935,Auto Loan,30324.15,0.065,74,Car,22415
54936,Auto Loan,16147.99,0.0805,74,Car,16150
54937,Auto Loan,30722.6,0.0425,77,Car,35368
54938,Auto Loan,9085.78,0.0475,74,Car,21699
54939,Auto Loan,27653.18,0.0425,61,Car,20562
54940,Auto Loan,22923.92,0.019,61,Car,25823
54941,Auto Loan,29339.25,0.039,73,Car,21395
54942,Auto Loan,36735,0.039,74,Car,33207
54943,Auto Loan,48420.31,0.019,68,Car,42190
54944,Auto Loan,30520.8,0,62,Car,24799
54945,Auto Loan,26822.95,0.0175,68,Car,25931
54946,Auto Loan,30390.55,0.039,73,Car,28040
54947,Auto Loan,41174.01,0.0275,74,Car,45140
54948,Auto Loan,23300,0.0225,49,Car,27769
54949,Auto Loan,22296.48,0.0275,62,Car,31746
54950,Auto Loan,11697.45,0.029,37,Car,19864
54951,Auto Loan,39249.5,0.039,74,Car,28564
54952,Auto Loan,38419.96,0.019,67,Car,35159
54953,Auto Loan,40439.74,0.0225,67,Car,43357
54954,Auto Loan,39799.32,0,67,Car,41212
54955,Auto Loan,41492.98,0.019,68,Car,41724
54956,Auto Loan,36867.88,0.019,68,Car,42787
54957,Auto Loan,21222.3,0,67,Car,22325
54958,Auto Loan,36631.15,0.0325,68,Car,37279
54959,Auto Loan,24183.83,0.0615,61,Car,18025
54960,Auto Loan,26251.76,0,49,Car,37239
54961,Auto Loan,10073.57,0,49,Car,37786
54962,Auto Loan,14045.17,0.035,74,Car,36193
54963,Auto Loan,19150.92,0.0485,74,Car,26825
54964,Auto Loan,13865.28,0.047,74,Car,23798
54965,Auto Loan,12924.31,0.035,74,Car,16764
54966,Auto Loan,51869.95,0,50,Car,42891
54967,Auto Loan,24045.76,0.009,62,Car,23090
54968,Auto Loan,12404.47,0.0525,74,Car,18850
54969,Auto Loan,25567.62,0.029,74,Car,32874
54970,Auto Loan,13270.71,0.0399,37,Car,33023
54971,Auto Loan,23245.39,0.025,62,Car,25156
54972,Auto Loan,31629.62,0.045,77,Car,26964
54973,Auto Loan,19139.43,0.045,74,Car,31589
54974,Auto Loan,21061.7,0.019,61,Car,33243
54975,Auto Loan,35699.92,0.045,74,Car,29776
54976,Auto Loan,25029.55,0.0805,73,Car,22750
54977,Auto Loan,35544.13,0.019,67,Car,29266
54978,Auto Loan,27070.34,0.087,73,Car,22300
54979,Auto Loan,26652.6,0.029,61,Car,31742
54980,Auto Loan,14104.51,0.025,61,Car,29289
54981,Auto Loan,18837.9,0.035,61,Car,40011
54982,Auto Loan,14174.57,0.019,61,Car,27543
54983,Auto Loan,37603.62,0.055,73,Car,24905
54984,Auto Loan,21680,0.0325,76,Car,19864
54985,Auto Loan,19218.06,0.029,61,Car,24282
54986,Auto Loan,19999.69,0.019,49,Car,60606
54987,Auto Loan,22948.86,0.019,61,Car,22081
54988,Auto Loan,31661.5,0.009,61,Car,38346
54989,Auto Loan,30854,0.0425,76,Car,28068
54990,Auto Loan,36881.66,0.0575,73,Car,30006
54991,Auto Loan,44563.8,0,61,Car,31749
54992,Auto Loan,14270.55,0.0325,38,Car,30328
54993,Auto Loan,43835.02,0.0475,77,Car,40853
54994,Auto Loan,23972.67,0.0755,73,Car,23075
54995,Auto Loan,16762,0.0505,50,Car,21575
54996,Auto Loan,44349.09,0.0325,74,Car,33828
54997,Auto Loan,31744.37,0.0855,74,Car,38450
54998,Auto Loan,7750,0.05,37,Car,30134
54999,Auto Loan,17401.18,0.066,73,Car,19894
55000,Auto Loan,10281.6,0,61,Car,26546
55001,Auto Loan,45771.76,0.019,62,Car,40716
55002,Auto Loan,38535.71,0.035,68,Car,48165
55003,Auto Loan,14124.6,0,62,Car,17028
55004,Auto Loan,13667.5,0.0425,62,Car,25686
55005,Auto Loan,27937,0.085,73,Car,22263
55006,Auto Loan,29632.48,0.019,61,Car,25456
55007,Auto Loan,24599.4,0,61,Car,21698
55008,Auto Loan,41155.14,0.019,61,Car,43944
55009,Auto Loan,21709.18,0.0475,73,Car,28489
55010,Auto Loan,26544,0.035,74,Car,39969
55011,Auto Loan,25870.6,0.019,61,Car,27814
55012,Auto Loan,29646.98,0.055,73,Car,24428
55013,Auto Loan,29971.8,0,62,Car,28729
55014,Auto Loan,41188.76,0.029,74,Car,27686
55015,Auto Loan,18612.42,0.009,62,Car,17451
55016,Auto Loan,33247.64,0.019,62,Car,30380
55017,Auto Loan,7803.43,0.0795,73,Car,25250
55018,Auto Loan,32430.14,0.0325,62,Car,37519
55019,Auto Loan,25262.14,0.0275,73,Car,22473
55020,Auto Loan,20816.87,0.0275,74,Car,24873
55021,Auto Loan,24869.76,0.009,68,Car,26008
55022,Auto Loan,32862.47,0.019,67,Car,37464
55023,Auto Loan,50351.63,0.019,62,Car,44167
55024,Auto Loan,27949.8,0,61,Car,33554
55025,Auto Loan,46574.25,0.019,61,Car,44435
55026,Auto Loan,20807.95,0.029,61,Car,29740
55027,Auto Loan,31120.83,0,62,Car,26836
55028,Auto Loan,23999.75,0.0425,74,Car,25536
55029,Auto Loan,31320.89,0.0709,73,Car,26275
55030,Auto Loan,37091.14,0.019,62,Car,44594
55031,Auto Loan,38597.86,0.0525,77,Car,27787
55032,Auto Loan,17230.59,0.019,62,Car,42300
55033,Auto Loan,24638,0.069,74,Car,26971
55034,Auto Loan,19105.53,0.035,74,Car,20688
55035,Auto Loan,40609.47,0.019,62,Car,46595
55036,Auto Loan,23068.15,0.049,74,Car,26708
55037,Auto Loan,30000,0.009,50,Car,35874
55038,Auto Loan,39283.92,0,74,Car,34628
55039,Auto Loan,18448,0.069,74,Car,27304
55040,Auto Loan,31586.5,0.035,74,Car,42958
55041,Auto Loan,16924.82,0.025,68,Car,29913
55042,Auto Loan,48458.52,0.019,62,Car,43149
55043,Auto Loan,28886,0.035,77,Car,37725
55044,Auto Loan,15258.6,0.035,61,Car,29418
55045,Auto Loan,21036.43,0.019,61,Car,35105
55046,Auto Loan,23607.61,0.035,49,Car,28071
55047,Auto Loan,23915.5,0.019,73,Car,30309
55048,Auto Loan,36936.56,0.045,73,Car,25231
55049,Auto Loan,21116.44,0.0525,73,Car,28900
55050,Auto Loan,29620.42,0.019,61,Car,32821
55051,Auto Loan,19304.6,0.025,61,Car,21982
55052,Auto Loan,12887.44,0.019,61,Car,27875
55053,Auto Loan,29645.45,0,49,Car,34138
55054,Auto Loan,11303.81,0.025,67,Car,34060
55055,Auto Loan,28744.32,0,49,Car,27400
55056,Auto Loan,25737.74,0.059,61,Car,29665
55057,Auto Loan,39028.41,0.039,61,Car,37145
55058,Auto Loan,23552.53,0.042,73,Car,24184
55059,Auto Loan,40644.08,0.019,61,Car,36499
55060,Auto Loan,39270.7,0.029,74,Car,26136
55061,Auto Loan,16587.06,0.069,74,Car,27525
55062,Auto Loan,37986.95,0.075,74,Car,28399
55063,Auto Loan,26248.69,0.055,74,Car,21770
55064,Auto Loan,16935.25,0.019,62,Car,23896
55065,Auto Loan,17210.97,0.0724,73,Car,18268
55066,Auto Loan,29228.49,0.049,73,Car,29656
55067,Auto Loan,28787.1,0.019,62,Car,55975
55068,Auto Loan,16942.62,0.019,38,Car,63694
55069,Auto Loan,78306.99,0.019,62,Car,62926
55070,Auto Loan,16625.93,0.045,74,Car,24680
55071,Auto Loan,27684.94,0.0475,74,Car,43667
55072,Auto Loan,45028.28,0.019,62,Car,68626
55073,Auto Loan,36663.9,0.029,74,Car,30215
55074,Auto Loan,7500.6,0.035,61,Car,29562
55075,Auto Loan,30979.43,0.035,77,Car,28942
55076,Auto Loan,42889,0.0425,77,Car,39695
55077,Auto Loan,28022.61,0,50,Car,28000
55078,Auto Loan,46846.06,0.0325,73,Car,34587
55079,Auto Loan,24858,0.0525,77,Car,25357
55080,Auto Loan,29224,0.025,61,Car,29309
55081,Auto Loan,20700,0.019,62,Car,30997
55082,Auto Loan,27764.63,0.045,76,Car,30281
55083,Auto Loan,21137.94,0.0555,73,Car,17320
55084,Auto Loan,27500,0,62,Car,27352
55085,Auto Loan,29566.35,0.039,74,Car,24415
55086,Auto Loan,7484.24,0.0505,37,Car,19050
55087,Auto Loan,18906.13,0.0575,74,Car,19450
55088,Auto Loan,19633.01,0.0555,73,Car,25026
55089,Auto Loan,22045.93,0.0525,74,Car,25025
55090,Auto Loan,43464.25,0,61,Car,33803
55091,Auto Loan,31010,0.019,61,Car,32733
55092,Auto Loan,32222.68,0,61,Car,46502
55093,Auto Loan,33543.51,0.063,73,Car,27283
55094,Auto Loan,39384.99,0.085,74,Car,33510
55095,Auto Loan,23724.75,0.0225,67,Car,26467
55096,Auto Loan,24379.58,0.099,74,Car,25835
55097,Auto Loan,18422.94,0.089,73,Car,19546
55098,Auto Loan,24125.48,0.0325,67,Car,24486
55099,Auto Loan,32859,0,62,Car,33399
55100,Auto Loan,19569.12,0,49,Car,21550
55101,Auto Loan,50652.38,0.029,74,Car,41097
55102,Auto Loan,26928.5,0.019,60,Car,42601
55103,Auto Loan,20188,0.019,62,Car,32604
55104,Auto Loan,20369.23,0.0485,62,Car,24295
55105,Auto Loan,40400.76,0.0725,73,Car,28476
55106,Auto Loan,26541.79,0.009,73,Car,22846
55107,Auto Loan,28823.88,0.029,62,Car,37279
55108,Auto Loan,29830.04,0.0375,74,Car,29896
55109,Auto Loan,34486.68,0.0325,61,Car,36987
55110,Auto Loan,33900,0.069,73,Car,27003
55111,Auto Loan,20596.86,0.0175,61,Car,28943
55112,Auto Loan,33487.52,0,73,Car,33459
55113,Auto Loan,42214.06,0.019,67,Car,41905
55114,Auto Loan,40258.54,0.0225,49,Car,39701
55115,Auto Loan,42198.4,0.029,74,Car,29166
55116,Auto Loan,34470,0.0425,73,Car,30205
55117,Auto Loan,33040.08,0,74,Car,28581
55118,Auto Loan,33453.13,0.009,68,Car,28492
55119,Auto Loan,52177.21,0.059,74,Car,39451
55120,Auto Loan,47514.35,0.029,74,Car,32680
55121,Auto Loan,35115.93,0.039,73,Car,24679
55122,Auto Loan,27906.09,0.049,74,Car,27401
55123,Auto Loan,18000.29,0.039,62,Car,21531
55124,Auto Loan,24450,0.0579,77,Car,32726
55125,Auto Loan,24205.66,0.039,74,Car,21605
55126,Auto Loan,20959.59,0.0399,73,Car,23794
55127,Auto Loan,44800.53,0.0275,61,Car,42286
55128,Auto Loan,22114.2,0,61,Car,21195
55129,Auto Loan,17863.92,0,74,Car,20551
55130,Auto Loan,24977.39,0.03,61,Car,37640
55131,Auto Loan,31709.11,0.019,73,Car,33705
55132,Auto Loan,19691,0.0275,62,Car,26138
55133,Auto Loan,25957.63,0.019,61,Car,38602
55134,Auto Loan,26565.74,0.039,61,Car,39252
55135,Auto Loan,17573.4,0,62,Car,22441
55136,Auto Loan,18900,0.039,73,Car,22688
55137,Auto Loan,22755.46,0.035,74,Car,28295
55138,Auto Loan,21004.87,0.019,61,Car,17444
55139,Auto Loan,28191,0,61,Car,29869
55140,Auto Loan,27436.3,0.035,61,Car,25318
55141,Auto Loan,13763.02,0.019,62,Car,40067
55142,Auto Loan,15781,0.0535,74,Car,23864
55143,Auto Loan,16819.67,0.0845,74,Car,18557
55144,Auto Loan,22816.72,0.0825,61,Car,35415
55145,Auto Loan,28691.75,0.035,61,Car,43275
55146,Auto Loan,36769.5,0.025,62,Car,37256
55147,Auto Loan,25201.6,0.0374,68,Car,38372
55148,Auto Loan,27028.03,0.0275,62,Car,32345
55149,Auto Loan,21836.36,0.0325,73,Car,46777
55150,Auto Loan,32737.57,0.019,61,Car,35404
55151,Auto Loan,16994.61,0.0305,61,Car,27676
55152,Auto Loan,62420.72,0.025,67,Car,48163
55153,Auto Loan,20003.17,0.035,61,Car,21709
55154,Auto Loan,30702.56,0,49,Car,40138
55155,Auto Loan,30704.58,0.045,73,Car,23046
55156,Auto Loan,51617.83,0.0795,61,Car,40762
55157,Auto Loan,22426.66,0.0595,49,Car,26551
55158,Auto Loan,14962.82,0.019,61,Car,40288
55159,Auto Loan,12212.34,0.0599,62,Car,10350
55160,Auto Loan,10314.7,0.019,50,Car,24900
55161,Auto Loan,54091.31,0,49,Car,47964
55162,Auto Loan,43648.41,0.0705,61,Car,44250
55163,Auto Loan,19859.63,0.079,74,Car,22479
55164,Auto Loan,26267.21,0.039,74,Car,21407
55165,Auto Loan,34125.78,0,50,Car,42145
55166,Auto Loan,45763.56,0,50,Car,42981
55167,Auto Loan,20499,0.019,62,Car,25273
55168,Auto Loan,56709.22,0.0775,74,Car,47128
55169,Auto Loan,27418.52,0.019,62,Car,23777
55170,Auto Loan,61789.9,0.087,74,Car,48683
55171,Auto Loan,11174,0.035,61,Car,25924
55172,Auto Loan,20247.99,0,61,Car,27226
55173,Auto Loan,33224.34,0.029,74,Car,26465
55174,Auto Loan,38644.49,0.076,74,Car,27608
55175,Auto Loan,28970.14,0.029,73,Car,19710
55176,Auto Loan,23249.19,0.095,74,Car,19312
55177,Auto Loan,26249.29,0.019,61,Car,27920
55178,Auto Loan,31139.5,0,62,Car,33889
55179,Auto Loan,19072.99,0.019,73,Car,17195
55180,Auto Loan,16350,0,49,Car,40994
55181,Auto Loan,66829.48,0,49,Car,47991
55182,Auto Loan,22185.02,0.069,74,Car,22582
55183,Auto Loan,30624.73,0.019,68,Car,38642
55184,Auto Loan,20652,0.0825,74,Car,17192
55185,Auto Loan,18119.83,0.035,62,Car,25709
55186,Auto Loan,24949.2,0,62,Car,24609
55187,Auto Loan,44032.87,0.0225,61,Car,36274
55188,Auto Loan,37574.14,0.019,62,Car,41738
55189,Auto Loan,32601.62,0.029,61,Car,27646
55190,Auto Loan,26500,0.019,61,Car,34987
55191,Auto Loan,46561.01,0.0625,74,Car,33888
55192,Auto Loan,37828.51,0.0425,73,Car,37093
55193,Auto Loan,19999.63,0.0225,49,Car,46140
55194,Auto Loan,52561.97,0.029,74,Car,40551
55195,Auto Loan,15603,0,62,Car,20372
55196,Auto Loan,15564.54,0.009,49,Car,26335
55197,Auto Loan,29806.73,0.019,68,Car,34273
55198,Auto Loan,16239.84,0,50,Car,23929
55199,Auto Loan,35714.16,0,74,Car,36495
55200,Auto Loan,21175.02,0.0525,73,Car,22988
55201,Auto Loan,29221.54,0.035,74,Car,32846
55202,Auto Loan,32451.84,0,73,Car,32900
55203,Auto Loan,23957.61,0.045,73,Car,25920
55204,Auto Loan,20262.39,0.039,74,Car,20649
55205,Auto Loan,23323.72,0.019,49,Car,36814
55206,Auto Loan,10111.6,0.029,62,Car,32612
55207,Auto Loan,38908.76,0.019,62,Car,46602
55208,Auto Loan,31800.5,0.0325,62,Car,46307
55209,Auto Loan,34989.5,0.029,74,Car,35591
55210,Auto Loan,24291.4,0.0705,73,Car,16507
55211,Auto Loan,19021.48,0.019,61,Car,33172
